,code,label,level
5008,28 15 11,Integrated Credential Readers and Field Entry Management,4
5009,28 15 11.11,Standard Card Readers,5
5010,28 15 11.13,Keypads,5
5011,28 15 11.15,Biometric Identity Devices,5
5012,28 15 11.17,Combination Reader Devices,5
5013,28 15 13,Access Control Credentials,4
5014,28 15 13.11,Access Control Cards,5
5015,28 15 13.13,Wireless Key Fobs,5
5016,28 15 15,Electrified Locking Devices & Accessories,4
5017,28 15 15.11,Direct Interface Integrated Locking Devices,5
5018,28 15 15.13,Wireless Integrated Locking Devices,5
5019,28 15 15.15,Intelligent Ethernet Integrated Locking Devices,5
5020,28 15 15.17,Status Monitoring and Egress Devices,5
5021,28 15 17,Egress Management Devices,4
5022,28 15 17.11,Magnetic Lock Delayed Egress Devices,5
5023,28 15 17.13,Panic Hardware Delayed Egress Devices,5
5024,28 15 19,Access Control Remote Devices,4
5025,28 15 19.11,Smart Phone Interface Requirements,5
5026,28 15 19.13,Wireless Access Control Devices,5
5027,28 15 21,Telephone Entry Systems,4
5028,28 15 23,Intercom Entry Systems,4
5029,28 15 23.11,Audio Intercom (Analog),5
5030,28 15 23.13,Audio Video Intercom (Analog),5
5031,28 15 23.15,Audio Intercom (IP),5
5032,28 15 23.17,Audio Video Intercom (IP),5
5033,28 15 25,Electronic Key Management Systems,4
5034,28 15 27,Access Control Electronic Turnstiles & Mobility Systems,4
5035,28 16 00,Access Control Interfaces,3
5036,28 16 11,Access Control Interfaces to Access Control Hardware,4
5037,28 16 13,Access Control Interfaces to Intrusion Detection,4
5038,28 16 15,Access Control Interfaces to Video Surveillance,4
5039,28 16 17,Access Control Interfaces to Fire Alarm,4
5040,28 16 19,Access Control Interfaces to Enterprise Software,4
5041,28 16 21,Access Control Interfaces to Mechanical Systems,4
5042,28 16 23,Access Control Interfaces to Electrical Systems,4
5043,28 16 25,Access Control Interfaces to Electronic Key Management System,4
5044,28 16 27,Access Control Interfaces to Elevator Controls,4
5045,28 16 29,Access Control Interfaces to Parking Equipment,4
5046,28 16 31,Access Control Interfaces to Perimeter Security Systems,4
5047,28 17 00,Access Control Identification Management Systems,3
5048,28 17 11,Visitor Management Systems,4
5049,28 17 13,Self Check In and Kiosk Visitor Systems,4
5050,28 17 15,Contractor & Vendor Management Systems,4
5051,28 17 17,Mobile Access Identification Management Systems,4
5052,28 18 00,Security Access Detection Equipment,3
5053,28 18 11,Security Access Metal Detectors,4
5054,28 18 13,Security Access X-Ray Equipment,4
5055,28 18 15,Security Access Explosive Detection Equipment,4
5056,28 18 17,Security Access Sniffing Equipment,4
5057,28 19 00,Access Control Vehicle Identification Systems,3
5058,28 19 11,Loading Dock Access Management Systems,4
5059,28 19 13,Parking Garage Access Management Systems,4
5060,28 19 15,Perimeter Vehicle Access Management Systems,4
5061,28 20 00,Video Surveillance,2
5062,28 21 00,Surveillance Cameras,3
5063,28 21 11,Analog Camera,4
5064,28 21 13,IP Cameras,4
5065,28 21 13.11,Panoramic IP Cameras,5
5066,28 21 15,Specialty Cameras,4
5067,28 21 17,Camera Housings,4
5068,28 21 19,Camera Mounts,4
5069,28 21 21,Illuminators,4
5070,28 23 00,Video Management System,3
5071,28 23 11,Video Management System Analytics,4
5072,28 23 13,Video Management System Interfaces,4
5073,28 25 00,Video Surveillance Positioning Equipment,3
5074,28 27 00,Video Surveillance Sensors,3
5075,28 30 00,"Security Detection, Alarm, and Monitoring",2
5076,28 31 00,Intrusion Detection,3
5077,28 31 11,Building Intrusion Detection,4
5078,28 31 11.11,"Building Intrusion Detection Control, Gui, and Logic Systems",5
5079,28 31 11.13,Building Intrusion Detection Remote Devices and Sensors,5
5080,28 31 21,Area and Perimeter Intrusion Detection,4
5081,28 31 21.11,Fiber Optic Area and Perimeter Security Systems,5
5082,28 31 21.13,Microwave Area and Perimeter Security Systems,5
5083,28 31 21.15,Integrated Video Area and Perimeter Security Systems,5
5084,28 31 21.17,Fixed Optical Beam Area and Perimeter Security Systems,5
5085,28 31 21.19,Lidar Area and Perimeter Security Systems,5
5086,28 31 21.21,Coaxial Area and Perimeter Security Systems,5
5087,28 31 21.23,Area and Perimeter Intrusion Detection Devices and Sensors,5
5088,28 31 31,Intrusion Detection Interfaces,4
5089,28 31 31.11,Intrusion Detection Interfaces to Security Monitoring and Control,5
5090,28 31 31.13,Intrusion Detection Interfaces to Access Control System,5
5091,28 31 31.15,Intrusion Detection Interfaces to Video Surveillance,5
5092,28 31 31.17,Intrusion Detection Interfaces to Information Management and Presentation,5
5093,28 31 31.19,Intrusion Detection Interfaces to Mass Notification,5
5094,28 31 31.21,Intrusion Detection Interfaces to Life Safety,5
5095,28 31 31.23,Intrusion Detection Interfaces to Fire Alarm,5
5096,28 31 31.25,Intrusion Detection Interfaces to Temperature Controls,5
5097,28 33 00,Security Monitoring and Control,3
5098,28 33 11,Electronic Structural Monitoring Systems,4
5099,28 33 13,Security Operations and Monitoring Center,4
5100,28 33 15,Security Monitoring and Control Software,4
5101,28 33 17,Security Monitoring and Control Services,4
5102,28 35 00,Tracking Systems,3
5103,28 35 11,Asset Tracking Systems,4
5104,28 35 11.11,Rf Asset Tracking Systems,5
5105,28 35 11.13,GPS Asset Tracking Systems,5
5106,28 35 11.15,Cellular Asset Tracking Systems,5
5107,28 35 13,Personnel Tracking Systems,4
5108,28 35 13.11,Rf Personnel Tracking Systems,5
5109,28 35 13.13,GPS Personnel Tracking Systems,5
5110,28 35 13.15,Cellular Personnel Tracking Systems,5
5111,28 37 00,Audio Monitoring,3
5112,28 37 11,Audio Monitoring Devices,4
5113,28 40 00,Life Safety,2
5114,28 41 00,Radiation Detection and Alarm,3
5115,28 41 11,"Radiation Detection and Alarm Control, Gui, and Logic Systems",4
5116,28 41 13,Radiation Detection and Alarm Integrated Audio Evacuation Systems,4
5117,28 41 15,Radiation Detection Sensors,4
5118,28 41 17,Radiation Dosimeters,4
5119,28 42 00,Gas Detection and Alarm,3
5120,28 42 11,"Gas Detection and Alarm Control, Gui, and Logic Systems",4
5121,28 42 13,Gas Detection and Alarm Integrated Audio Evacuation Systems,4
5122,28 42 15,Gas Detection Sensors,4
5123,28 43 00,Fuel Oil Detection and Alarm,3
5124,28 43 11,"Fuel Oil Detection and Alarm Control, Gui, and Logic Systems",4
5125,28 43 13,Fuel Oil Detection and Alarm Integrated Audio Evacuation Systems,4
5126,28 43 15,Fuel Oil Detection Sensors,4
5127,28 44 00,Refrigerant Detection and Alarm,3
5128,28 44 11,"Refrigerant Detection and Alarm Control, Gui, and Logic Systems",4
5129,28 44 13,Refrigerant Detection and Alarm Integrated Audio Evacuation Systems,4
5130,28 44 15,Refrigerant Detection Sensors,4
5131,28 45 00,Water Detection and Alarm,3
5132,28 45 11,"Water Detection and Alarm Control, Gui, and Logic Systems",4
5133,28 45 13,Water Detection Sensors,4
5134,28 45 15,Building Envelope Water Detection and Alarm,4
5135,28 46 00,Fire Detection and Alarm,3
5136,28 46 10,Detection and Initiation,4
5137,28 46 11,Fire Sensors and Detectors,4
5138,28 46 11.11,Linear Heat Detection Sensors,5
5139,28 46 11.13,Spot-Type Heat Detection Sensors,5
5140,28 46 11.15,Duct Smoke Detection Sensors,5
5141,28 46 11.17,Beam Smoke Detection Sensors,5
5142,28 46 11.19,Video Smoke Detection Sensors,5
5143,28 46 11.21,Carbon-Monoxide Detection Sensors,5
5144,28 46 11.23,Combination Sensors,5
5145,28 46 11.25,Air Sampling Systems,5
5146,28 46 11.27,Other Sensors,5
5147,28 46 12,Other Initiating Devices,4
5148,28 46 12.11,Fire Alarm Pull Stations,5
5149,28 46 12.13,Fire Alarm Level Detector Switches,5
5150,28 46 12.15,Fire Alarm Flow Switches,5
5151,28 46 12.17,Fire Alarm Pressure Sensors,5
5152,28 46 12.19,Sprinkler Supervisory Devices,5
5153,28 46 20,Fire Alarm,4
5154,28 46 21.11,Addressable Fire-Alarm Systems,5
5155,28 46 21.13,Conventional Fire-Alarm Systems,5
5156,28 46 21.15,Protected Premise Systems,5
5157,28 46 21.17,Proprietary Systems,5
5158,28 46 21.19,Central Station Systems,5
5159,28 46 21.21,Remote Station Systems,5
5160,28 46 21.23,Public Emergency Alarm Reporting Systems,5
5161,28 46 22,"Network Command Centers, Printers and Peripherals for Fire Systems",4
5162,28 46 23,Fire Alarm Notification Appliances,4
5163,28 46 23.11,Fire Alarm Horns and Strobes,5
5164,28 46 23.13,Fire Alarm Speakers,5
5165,28 46 23.15,Fire Alarm Low Frequency Sounders,5
5166,28 46 23.17,Wide Band Sounders,5
5167,28 46 24,Fire Detection and Alarm Emergency Control Function Interfaces,4
5168,28 46 24.11,Fire Detection and Alarm Interfaces to Remote Monitoring,5
5169,28 46 24.13,Fire Detection and Alarm Interfaces to Access Control Hardware,5
5170,28 46 24.15,Fire Detection and Alarm Interfaces to Access Control System,5
5171,28 46 24.17,Fire Detection and Alarm Interfaces to Intrusion Detection,5
5172,28 46 24.19,Fire Detection and Alarm Interfaces to Video Surveillance,5
5173,28 46 24.21,Fire Detection and Alarm Interfaces to Elevator Control,5
5174,28 46 24.23,Other Fire Detection and Alarm Interfaces,5
5175,28 47 00,Mass Notification,3
5176,28 47 11,General Requirements for Mass Notification,4
5177,28 47 13,Mass Notification Software,4
5178,28 47 15,Mass Notification Control Panels,4
5179,28 47 17,Notification Devices and Methods,4
5180,28 47 17.11,Notification Appliances and Methods Indoors,5
5181,28 47 17.13,Notification Appliances and Methods Outdoors,5
5182,28 47 17.15,Notification Appliances and Methods Distributed Recipient,5
5183,28 47 17.17,Notification Appliances and Methods Public Methods,5
5184,28 47 21,Mass Notification System Interfaces,4
5185,28 47 21.11,Notification Interfaces to Access Control Systems,5
5186,28 47 21.13,Notification Interfaces to Video Surveillance Systems,5
5187,28 47 21.15,"Notification Interfaces to Security Detection, Alarm, and Monitoring",5
5188,28 47 21.17,Notification Interfaces to Security Monitoring and Control,5
5189,28 47 21.19,Notification Interfaces to Life Safety Systems,5
5190,28 47 21.21,Notification Interfaces to Fire Detection and Alarm,5
5191,28 47 21.23,Notification Interfaces to Detention Systems,5
5192,28 47 21.25,Notification Interfaces to Emergency Response Systems,5
5193,28 47 21.27,Notification Interfaces to Network and Facilities Monitoring,5
5194,28 47 21.29,Notification Interfaces to Web Intelligence,5
5195,28 47 21.31,Notification Interfaces to Traffic Management and Monitoring Systems,5
5196,28 47 21.33,Notification Interfaces to Smart Phones,5
5197,28 47 21.35,Notification Interfaces to Other External Subsystems,5
5198,28 48 00,Emergency Response Systems,3
5199,28 48 23,Computer Aided Dispatch,4
5200,28 49 00,Electronic Personal Protection Systems,3
5201,28 49 11,Electronic Personal Safety Detection Systems,4
5202,28 49 13,Electronic Personal Safety Alarm Annunciation and Control Systems,4
5203,28 49 15,Electronic Personal Safety Interfaces to Remote Monitoring,4
5204,28 49 17,Electronic Personal Safety Emergency Aid Devices,4
5205,28 50 00,Specialized Systems,2
5206,28 51 00,Information Management & Presentation,3
5207,28 51 11,Information Management & Presentation Architecture,4
5208,28 51 13,Data and Information Management,4
5209,28 51 15,Information Interfaces to Connected Subsystems,4
5210,28 51 15.11,Information Interfaces to Access Control Systems,5
5211,28 51 15.13,Information Interfaces to Video Surveillance Systems,5
5212,28 51 15.15,"Information Interfaces to Security Detection, Alarm, and Monitoring",5
5213,28 51 15.17,Information Interfaces to Security Monitoring and Control,5
5214,28 51 15.19,Information Interfaces to Mass Notification Systems,5
5215,28 51 15.21,Information Interfaces to Life Safety Systems,5
5216,28 51 15.23,Information Interfaces to Fire Detection and Alarm,5
5217,28 51 15.25,Information Interfaces to Detention Systems,5
5218,28 51 15.27,Information Interfaces to Emergency Response Systems,5
5219,28 51 15.29,Information Interfaces to License Plate Recognition Systems,5
5220,28 51 15.31,Information Interfaces to Facial Recognition Systems,5
5221,28 51 15.33,Information Interfaces to Remote Data Structures,5
5222,28 51 15.35,Information Interfaces to Network and Facilities Monitoring,5
5223,28 51 15.37,Information Interfaces to Crowd Sourcing,5
5224,28 51 15.39,Information Interfaces to Web Intelligence,5
5225,28 51 15.41,Information Interfaces to Traffic Management and Monitoring Systems,5
5226,28 51 15.43,Information Interfaces to Environmental Monitoring Systems,5
5227,28 51 15.45,Information Interfaces to Directly Connected Sensors,5
5228,28 51 15.47,Information Interfaces to Other Safety and Security Subsystems,5
5229,28 51 15.49,Information Interfaces to Other External Subsystems,5
5230,28 51 17,Data Presentation,4
5231,28 51 17.11,Maps,5
5232,28 51 17.13,Visualization,5
5233,28 51 17.15,Events/Alarms/Incidents,5
5234,28 51 17.17,Video Workspace,5
5235,28 51 17.19,Dispatch/Notification,5
5236,28 51 17.21,Review and Investigation,5
5237,28 51 17.23,Reporting,5
5238,28 51 19,Control Room and Monitoring Equipment,4
5239,28 51 19.11,Display/Workstations,5
5240,28 51 19.13,Video Walls,5
5241,28 51 19.15,Audio Equipment,5
5242,28 51 19.17,Remote Displays,5
5243,28 52 00,Detention Security Systems,3
5244,28 52 11,Detention Monitoring and Control Systems,4
5245,28 52 13,Detention Interfaces to Connected Subsystems,4
5246,28 52 13.11,Detention Interfaces to Access Control Systems,5
5247,28 52 13.13,Detention Interfaces to Video Surveillance Systems,5
5248,28 52 13.15,"Detention Interfaces to Security Detention, Alarm, and Monitoring",5
5249,28 52 13.17,Detention Interfaces to Security Monitoring and Control,5
5250,28 52 13.19,Detention Interfaces to Duress Alarm Systems,5
5251,28 52 13.21,Detention Interfaces to Distributed Television Systems,5
5252,28 52 13.23,Detention Interfaces to Perimeter Security Systems,5
5253,28 52 15,Video Support Systems for Detention,4
5254,28 52 15.11,Video Interrogation System,5
5255,28 52 15.13,Video Arraignment System,5
5256,28 52 15.15,Video Visitation System,5
5257,31 00 00,Earthwork,1
5258,31 01 00,Maintenance of Earthwork,3
5259,31 01 10,Maintenance of Clearing,4
5260,31 01 20,Maintenance of Earth Moving,4
5261,31 01 40,Maintenance of Shoring and Underpinning,4
5262,31 01 50,Maintenance of Excavation Support and Protection,4
5263,31 01 60,Maintenance of Special Foundations and Load Bearing Elements,4
5264,31 01 62,Maintenance of Driven Piles,4
5265,31 01 62.61,Driven Pile Repairs,5
5266,31 01 63,Maintenance of Bored and Augered Piles,4
5267,31 01 63.61,Bored and Augered Pile Repairs,5
5268,31 01 70,Maintenance of Tunneling and Mining,4
5269,31 01 70.61,Tunnel Leak Repairs,5
5270,31 05 00,Common Work Results for Earthwork,3
5271,31 05 05,Selective Demolition for Earthwork,4
5272,31 05 13,Soils for Earthwork,4
5273,31 05 16,Aggregates for Earthwork,4
5274,31 05 19,Geosynthetics for Earthwork,4
5275,31 05 19.13,Geotextiles for Earthwork,5
5276,31 05 19.16,Geomembranes for Earthwork,5
5277,31 05 19.19,Geogrids for Earthwork,5
5278,31 05 19.23,Geosynthetic Clay Liners,5
5279,31 05 19.26,Geocomposites,5
5280,31 05 19.29,Geonets,5
5281,31 05 23,Cement and Concrete for Earthwork,4
5282,31 06 00,Schedules for Earthwork,3
5283,31 06 10,Schedules for Clearing,4
5284,31 06 20,Schedules for Earth Moving,4
5285,31 06 20.13,Trench Dimension Schedule,5
5286,31 06 20.16,Backfill Material Schedule,5
5287,31 06 40,Schedules for Shoring and Underpinning,4
5288,31 06 50,Schedules for Excavation Support and Protection,4
5289,31 06 60,Schedules for Special Foundations and Load Bearing Elements,4
5290,31 06 60.13,Driven Pile Schedule,5
5291,31 06 60.16,Caisson Schedule,5
5292,31 06 70,Schedules for Tunneling and Mining,4
5293,31 08 00,Commissioning of Earthwork,3
5294,31 08 13,Pile Load Testing,4
5295,31 08 13.13,Dynamic Pile Load Testing,5
5296,31 08 13.16,Static Pile Load Testing,5
5297,31 09 00,Geotechnical Instrumentation and Monitoring of Earthwork,3
5298,31 09 13,Geotechnical Instrumentation and Monitoring,4
5299,31 09 13.13,Groundwater Monitoring During Construction,5
5300,31 09 16,Foundation Performance Instrumentation,4
5301,31 09 16.26,Bored and Augered Pile Load Tests,5
5302,31 10 00,Site Clearing,2
5303,31 11 00,Clearing and Grubbing,3
5304,31 12 00,Selective Clearing,3
5305,31 13 00,Selective Tree and Shrub Removal and Trimming,3
5306,31 13 13,Selective Tree and Shrub Removal,4
5307,31 13 16,Selective Tree and Shrub Trimming,4
5308,31 14 00,Earth Stripping and Stockpiling,3
5309,31 14 13,Soil Stripping and Stockpiling,4
5310,31 14 13.13,Soil Stripping,5
5311,31 14 13.16,Soil Stockpiling,5
5312,31 14 13.23,Topsoil Stripping and Stockpiling,5
5313,31 14 16,Sod Stripping and Stockpiling,4
5314,31 14 16.13,Sod Stripping,5
5315,31 14 16.16,Sod Stockpiling,5
5316,31 20 00,Earth Moving,2
5317,31 21 00,Off-Gassing Mitigation,3
5318,31 21 13,Radon Mitigation,4
5319,31 21 13.13,Radon Venting,5
5320,31 21 16,Methane Mitigation,4
5321,31 21 16.13,Methane Venting,5
5322,31 22 00,Grading,3
5323,31 22 13,Rough Grading,4
5324,31 22 16,Fine Grading,4
5325,31 22 16.13,Roadway Subgrade Reshaping,5
5326,31 22 19,Finish Grading,4
5327,31 22 19.13,Spreading and Grading Topsoil,5
5328,31 23 00,Excavation and Fill,3
5329,31 23 13,Subgrade Preparation,4
5330,31 23 16,Excavation,4
5331,31 23 16.13,Trenching,5
5332,31 23 16.16,Structural Excavation for Minor Structures,5
5333,31 23 16.26,Rock Removal,5
5334,31 23 19,Dewatering,4
5335,31 23 23,Fill,4
5336,31 23 23.13,Backfill,5
5337,31 23 23.23,Compaction,5
5338,31 23 23.33,Flowable Fill,5
5339,31 23 23.43,Geofoam,5
5340,31 23 33,Trenching and Backfilling,4
5341,31 24 00,Embankments,3
5342,31 24 13,Roadway Embankments,4
5343,31 24 16,Railway Embankments,4
5344,31 25 00,Erosion and Sedimentation Controls,3
5345,31 25 14,Stabilization Measures for Erosion and Sedimentation Control,4
5346,31 25 14.13,Hydraulically-Applied Erosion Control,5
5347,31 25 14.16,Rolled Erosion Control Mats and Blankets,5
5348,31 25 24,Structural Measures for Erosion and Sedimentation Control,4
5349,31 25 24.13,Rock Barriers,5
5350,31 25 34,Retention Measures for Erosion and Sedimentation Controls,4
5351,31 25 34.13,Rock Basins,5
5352,31 30 00,Earthwork Methods,2
5353,31 31 00,Soil Treatment,3
5354,31 31 13,Rodent Control,4
5355,31 31 13.16,Rodent Control Bait Systems,5
5356,31 31 13.19,Rodent Control Traps,5
5357,31 31 13.23,Rodent Control Electronic Systems,5
5358,31 31 13.26,Rodent Control Repellants,5
5359,31 31 16,Termite Control,4
5360,31 31 16.13,Chemical Termite Control,5
5361,31 31 16.16,Termite Control Bait Systems,5
5362,31 31 16.19,Termite Control Barriers,5
5363,31 31 19,Vegetation Control,4
5364,31 31 19.13,Chemical Vegetation Control,5
5365,31 31 33,Sanitary Vacuum System Piping,4
5366,31 32 00,Soil Stabilization,3
5367,31 32 13,Soil Mixing Stabilization,4
5368,31 32 13.13,Asphalt Soil Stabilization,5
5369,31 32 13.16,Cement Soil Stabilization,5
5370,31 32 13.19,Lime Soil Stabilization,5
5371,31 32 13.23,Fly-Ash Soil Stabilization,5
5372,31 32 13.26,Lime-Fly-Ash Soil Stabilization,5
5373,31 32 16,Chemical Treatment Soil Stabilization,4
5374,31 32 16.13,Polymer Emulsion Soil Stabilization,5
5375,31 32 17,Water Injection Soil Stabilization,4
5376,31 32 19,Geosynthetic Soil Stabilization and Layer Separation,4
5377,31 32 19.13,Geogrid Soil Stabilization,5
5378,31 32 19.16,Geotextile Soil Stabilization,5
5379,31 32 19.19,Geogrid Layer Separation,5
5380,31 32 19.23,Geotextile Layer Separation,5
5381,31 32 23,Pressure Grouting Soil Stabilization,4
5382,31 32 23.13,Cementitious Pressure Grouting Soil Stabilization,5
5383,31 32 23.16,Chemical Pressure Grouting Soil Stabilization,5
5384,31 32 33,Shotcrete Soil Slope Stabilization,4
5385,31 32 36,Soil Nailing,4
5386,31 32 36.13,Driven Soil Nailing,5
5387,31 32 36.16,Grouted Soil Nailing,5
5388,31 32 36.19,Corrosion-Protected Soil Nailing,5
5389,31 32 36.23,Jet-Grouted Soil Nailing,5
5390,31 32 36.26,Launched Soil Nailing,5
5391,31 33 00,Rock Stabilization,3
5392,31 33 13,Rock Bolting and Grouting,4
5393,31 33 23,Rock Slope Netting,4
5394,31 33 26,Rock Slope Wire Mesh,4
5395,31 33 33,Shotcrete Rock Slope Stabilization,4
5396,31 33 43,Vegetated Rock Slope Stabilization,4
5397,31 34 00,Soil Reinforcement,3
5398,31 34 19,Geosynthetic Soil Reinforcement,4
5399,31 34 19.13,Geogrid Soil Reinforcement,5
5400,31 34 19.16,Geotextile Soil Reinforcement,5
5401,31 34 23,Fiber Soil Reinforcement,4
5402,31 34 23.13,Geosynthetic Fiber Soil Reinforcement,5
5403,31 35 00,Slope Protection,3
5404,31 35 19,Geosynthetic Slope Protection,4
5405,31 35 19.13,Geogrid Slope Protection,5
5406,31 35 19.16,Geotextile Slope Protection,5
5407,31 35 19.19,Slope Protection with Mulch Control Netting,5
5408,31 35 23,Slope Protection with Slope Paving,4
5409,31 35 23.13,Cast-In-Place Concrete Slope Paving,5
5410,31 35 23.16,Precast Concrete Slope Paving,5
5411,31 35 23.19,Concrete Unit Masonry Slope Paving,5
5412,31 35 26,Containment Barriers,4
5413,31 35 26.13,Clay Containment Barriers,5
5414,31 35 26.16,Geomembrane Containment Barriers,5
5415,31 35 26.23,Bentonite Slurry Trench,5
5416,31 36 00,Gabions,3
5417,31 36 13,Gabion Boxes,4
5418,31 36 19,Gabion Mattresses,4
5419,31 36 19.13,Vegetated Gabion Mattresses,5
5420,31 37 00,Riprap,3
5421,31 37 13,Machined Riprap,4
5422,31 37 16,Non-Machined Riprap,4
5423,31 37 16.13,Rubble-Stone Riprap,5
5424,31 37 16.16,Concrete Unit Masonry Riprap,5
5425,31 37 16.19,Sacked Sand-Cement Riprap,5
5426,31 40 00,Shoring and Underpinning,2
5427,31 41 00,Shoring,3
5428,31 41 13,Timber Shoring,4
5429,31 41 16,Sheet Piling,4
5430,31 41 16.13,Steel Sheet Piling,5
5431,31 41 16.16,Plastic Sheet Piling,5
5432,31 41 19,Metal Hydraulic Shoring,4
5433,31 41 19.13,Aluminum Hydraulic Shoring,5
5434,31 41 23,Pneumatic Shoring,4
5435,31 41 33,Trench Shielding,4
5436,31 43 00,Concrete Raising,3
5437,31 43 13,Pressure Grouting,4
5438,31 43 13.13,Concrete Pressure Grouting,5
5439,31 43 13.16,Polyurethane Pressure Grouting,5
5440,31 43 16,Compaction Grouting,4
5441,31 43 19,Mechanical Jacking,4
5442,31 45 00,Vibroflotation and Densification,3
5443,31 45 13,Vibroflotation,4
5444,31 45 16,Densification,4
5445,31 46 00,Needle Beams,3
5446,31 46 13,Cantilever Needle Beams,4
5447,31 48 00,Underpinning,3
5448,31 48 13,Underpinning Piers,4
5449,31 48 19,Bracket Piers,4
5450,31 48 23,Jacked Piers,4
5451,31 48 33,Micropile Underpinning,4
5452,31 50 00,Excavation Support and Protection,2
5453,31 51 00,Anchor Tiebacks,3
5454,31 51 13,Excavation Soil Anchors,4
5455,31 51 16,Excavation Rock Anchors,4
5456,31 52 00,Cofferdams,3
5457,31 52 13,Sheet Piling Cofferdams,4
5458,31 52 16,Timber Cofferdams,4
5459,31 52 19,Precast Concrete Cofferdams,4
5460,31 53 00,Cribbing and Walers,3
5461,31 53 13,Timber Cribwork,4
5462,31 54 00,Ground Freezing,3
5463,31 56 00,Slurry Walls,3
5464,31 56 13,Bentonite Slurry Walls,4
5465,31 56 13.13,Soil-Bentonite Slurry Walls,5
5466,31 56 13.16,Cement-Bentonite Slurry Walls,5
5467,31 56 13.19,Slag-Cement-Bentonite Slurry Walls,5
5468,31 56 13.23,Soil-Cement-Bentonite Slurry Walls,5
5469,31 56 13.26,Pozzolan-Bentonite Slurry Walls,5
5470,31 56 13.29,Organically-Modified Bentonite Slurry Walls,5
5471,31 56 16,Attipulgite Slurry Walls,4
5472,31 56 16.13,Soil-Attipulgite Slurry Walls,5
5473,31 56 19,Slurry-Geomembrane Composite Slurry Walls,4
5474,31 56 23,Lean Concrete Slurry Walls,4
5475,31 56 26,Bio-Polymer Trench Drain,4
5476,31 60 00,Special Foundations and Load-Bearing Elements,2
5477,31 62 00,Driven Piles,3
5478,31 62 13,Concrete Piles,4
5479,31 62 13.13,Cast-in-Place Concrete Piles,5
5480,31 62 13.16,Concrete Displacement Piles,5
5481,31 62 13.19,Precast Concrete Piles,5
5482,31 62 13.23,Prestressed Concrete Piles,5
5483,31 62 13.26,Pressure-Injected Footings,5
5484,31 62 16,Steel Piles,4
5485,31 62 16.13,Sheet Steel Piles,5
5486,31 62 16.16,Steel H Piles,5
5487,31 62 16.19,Unfilled Tubular Steel Piles,5
5488,31 62 19,Timber Piles,4
5489,31 62 23,Composite Piles,4
5490,31 62 23.13,Concrete-Filled Steel Piles,5
5491,31 62 23.16,Wood and Cast-In-Place Concrete Piles,5
5492,31 63 00,Bored Piles,3
5493,31 63 13,Bored and Augered Test Piles,4
5494,31 63 16,Auger Cast Grout Piles,4
5495,31 63 19,Bored and Socketed Piles,4
5496,31 63 19.13,Rock Sockets for Piles,5
5497,31 63 23,Bored Concrete Piles,4
5498,31 63 23.13,Bored and Belled Concrete Piles,5
5499,31 63 23.16,Bored Friction Concrete Piles,5
5500,31 63 26,Drilled Caissons,4
5501,31 63 26.13,Fixed End Caisson Piles,5
5502,31 63 26.16,Concrete Caissons for Marine Construction,5
5503,31 63 29,Drilled Concrete Piers and Shafts,4
5504,31 63 29.13,Uncased Drilled Concrete Piers,5
5505,31 63 29.16,Cased Drilled Concrete Piers,5
5506,31 63 33,Drilled Micropiles,4
5507,31 64 00,Caissons,3
5508,31 64 13,Box Caissons,4
5509,31 64 16,Excavated Caissons,4
5510,31 64 19,Floating Caissons,4
5511,31 64 23,Open Caissons,4
5512,31 64 26,Pneumatic Caissons,4
5513,31 64 29,Sheeted Caissons,4
5514,31 66 00,Special Foundations,3
5515,31 66 13,Special Piles,4
5516,31 66 13.13,Rammed Aggregate Piles,5
5517,31 66 15,Helical Foundation Piles,4
5518,31 66 16,Special Foundation Walls,4
5519,31 66 16.13,Anchored Foundation Walls,5
5520,31 66 16.23,Concrete Cribbing Foundation Walls,5
5521,31 66 16.26,Metal Cribbing Foundation Walls,5
5522,31 66 16.33,Manufactured Modular Foundation Walls,5
5523,31 66 16.43,Mechanically Stabilized Earth Foundation Walls,5
5524,31 66 16.46,Slurry Diaphragm Foundation Walls,5
5525,31 66 16.53,Soldier-Beam Foundation Walls,5
5526,31 66 16.56,Permanently-Anchored Soldier-Beam Foundation Walls,5
5527,31 66 19,Refrigerated Foundations,4
5528,31 68 00,Foundation Anchors,3
5529,31 68 13,Rock Foundation Anchors,4
5530,31 68 16,Helical Foundation Anchors,4
5531,31 70 00,Tunneling and Mining,2
5532,31 71 00,Tunnel Excavation,3
5533,31 71 13,Shield Driving Tunnel Excavation,4
5534,31 71 16,Tunnel Excavation by Drilling and Blasting,4
5535,31 71 19,Tunnel Excavation by Tunnel Boring Machine,4
5536,31 71 23,Tunneling by Cut and Cover,4
5537,31 72 00,Tunnel Support Systems,3
5538,31 72 13,Rock Reinforcement and Initial Support,4
5539,31 72 16,Steel Ribs and Lagging,4
5540,31 73 00,Tunnel Grouting,3
5541,31 73 13,Cement Tunnel Grouting,4
5542,31 73 16,Chemical Tunnel Grouting,4
5543,31 74 00,Tunnel Construction,3
5544,31 74 13,Cast-in-Place Concrete Tunnel Lining,4
5545,31 74 16,Precast Concrete Tunnel Lining,4
5546,31 74 19,Shotcrete Tunnel Lining,4
5547,31 75 00,Shaft Construction,3
5548,31 75 13,Cast-in-Place Concrete Shaft Lining,4
5549,31 75 16,Precast Concrete Shaft Lining,4
