Classifications,Property Names,Property Types
IfcStairFlight,TreadLength,real
IfcWall,AcousticRating,string
IfcWall,Combustible,"['TRUE', 'FALSE']"
IfcWall,Compartmentation,"['TRUE', 'FALSE']"
IfcWall,ExtendToStructure,"['TRUE', 'FALSE']"
IfcWall,FireRating,string
IfcWall,IsExternal,"['TRUE', 'FALSE']"
IfcWall,LoadBearing,"['TRUE', 'FALSE']"
IfcWall,Reference,string
IfcWall,Status,"['DEMOLISH', 'EXISTING', 'NEW', 'NOTKNOWN', 'OTHER', 'TEMPORARY', 'UNSET']"
IfcWall,SurfaceSpreadOfFlame,string
IfcWall,ThermalTransmittance,real
IfcWall,GrossFootPrintArea,real
IfcWall,GrossSideArea,real
IfcWall,GrossVolume,real
IfcWall,GrossWeight,real
IfcWall,Height,real
IfcWall,Length,real
IfcWall,NetFootPrintArea,real
IfcWall,NetSideArea,real
IfcWall,NetVolume,real
IfcWall,NetWeight,real
IfcWall,Width,real
IfcWall,AssemblyPlace,"['FACTORY', 'NOTKNOWN', 'OFFSITE', 'OTHER', 'SITE', 'UNSET']"
IfcWall,CastingMethod,"['INSITU', 'PRECAST', 'PRINTED', 'MIXED', 'OTHER', 'NOTKNOWN', 'UNSET']"
IfcWall,ConcreteCover,real
IfcWall,ConcreteCoverAtLinks,real
IfcWall,ConcreteCoverAtMainBars,real
IfcWall,ConstructionToleranceClass,string
IfcWall,DimensionalAccuracyClass,string
IfcWall,ExposureClass,string
IfcWall,ReinforcementAreaRatio,real
IfcWall,ReinforcementStrengthClass,string
IfcWall,ReinforcementVolumeRatio,real
IfcWall,StrengthClass,string
IfcWall,StructuralClass,string
IfcWall,ActualErectionDate,string
IfcWall,ActualProductionDate,string
IfcWall,AsBuiltLocationNumber,string
IfcWall,PieceMark,string
IfcWall,ProductionLotId,string
IfcWall,SerialNumber,string
IfcWall,TypeDesignation,string
IfcWall,BatterAtEnd,real
IfcWall,BatterAtStart,real
IfcWall,CamberAtMidspan,real
IfcWall,CornerChamfer,real
IfcWall,DesignLocationNumber,string
IfcWall,FormStrippingStrength,real
IfcWall,HollowCorePlugging,string
IfcWall,InitialTension,real
IfcWall,LiftingStrength,real
IfcWall,ManufacturingToleranceClass,string
IfcWall,MinimumAllowableSupportLength,real
IfcWall,PieceMark,string
IfcWall,ReleaseStrength,real
IfcWall,Shortening,real
IfcWall,SupportDuringTransportDescription,string
IfcWall,TendonRelaxation,real
IfcWall,TransportationStrength,real
IfcWall,Twisting,real
IfcWall,TypeDesignation,string
IfcWall,BarAllocationType,"['ALTERNATE', 'DOUBLE', 'NOTDEFINED', 'OTHER', 'SINGLE', 'USERDEFINED']"
IfcWall,Description,string
IfcWall,HorizontalBarPitch,real
IfcWall,Reference,string
IfcWall,SpacingBarPitch,real
IfcWall,VerticalBarPitch,real
IfcWindow,FillGas,string
IfcWindow,GlassColour,string
IfcWindow,GlassThickness1,real
IfcWindow,GlassThickness2,real
IfcWindow,GlassThickness3,real
IfcWindow,IsCoated,"['TRUE', 'FALSE']"
IfcWindow,IsLaminated,"['TRUE', 'FALSE']"
IfcWindow,IsTempered,"['TRUE', 'FALSE']"
IfcWindow,IsWired,"['TRUE', 'FALSE']"
IfcWindow,ShadingCoefficient,real
IfcWindow,SolarAbsorption,real
IfcWindow,SolarHeatGainTransmittance,real
IfcWindow,SolarReflectance,real
IfcWindow,SolarTransmittance,real
IfcWindow,ThermalTransmittanceSummer,real
IfcWindow,ThermalTransmittanceWinter,real
IfcWindow,VisibleLightReflectance,real
IfcWindow,VisibleLightTransmittance,real
IfcWindow,AcousticRating,string
IfcWindow,FireExit,"['TRUE', 'FALSE']"
IfcWindow,FireRating,string
IfcWindow,GlazingAreaFraction,real
IfcWindow,HasDrive,"['TRUE', 'FALSE']"
IfcWindow,HasSillExternal,"['TRUE', 'FALSE']"
IfcWindow,HasSillInternal,"['TRUE', 'FALSE']"
IfcWindow,Infiltration,real
IfcWindow,IsExternal,"['TRUE', 'FALSE']"
IfcWindow,MechanicalLoadRating,string
IfcWindow,Reference,string
IfcWindow,SecurityRating,string
IfcWindow,SmokeStop,"['TRUE', 'FALSE']"
IfcWindow,Status,"['DEMOLISH', 'EXISTING', 'NEW', 'NOTKNOWN', 'OTHER', 'TEMPORARY', 'UNSET']"
IfcWindow,ThermalTransmittance,real
IfcWindow,WaterTightnessRating,string
IfcWindow,WindLoadRating,string
IfcWindow,Area,real
IfcWindow,Height,real
IfcWindow,Perimeter,real
IfcWindow,Width,real
IfcWindow,OverallHeight,real
IfcWindow,OverallWidth,real
IfcWindow,PartitioningType,"['DOUBLE_PANEL_HORIZONTAL', 'DOUBLE_PANEL_VERTICAL', 'SINGLE_PANEL', 'TRIPLE_PANEL_BOTTOM', 'TRIPLE_PANEL_HORIZONTAL', 'TRIPLE_PANEL_LEFT', 'TRIPLE_PANEL_RIGHT', 'TRIPLE_PANEL_TOP', 'TRIPLE_PANEL_VERTICAL', 'USERDEFINED', 'NOTDEFINED']"
IfcWindow,UserDefinedPartitioningType,string
IfcWindow,ParameterTakesPrecedence,"['TRUE', 'FALSE']"
IfcDistributionChamberElement,NominalHeight,real
IfcDistributionChamberElement,NominalLength,real
IfcDistributionChamberElement,NominalWidth,real
IfcDistributionChamberElement,Reference,string
IfcDistributionChamberElement,Status,"['DEMOLISH', 'EXISTING', 'NEW', 'NOTKNOWN', 'OTHER', 'TEMPORARY', 'UNSET']"
IfcDistributionChamberElement,Depth,real
IfcDistributionChamberElement,GrossSurfaceArea,real
IfcDistributionChamberElement,GrossVolume,real
IfcDistributionChamberElement,NetSurfaceArea,real
IfcDistributionChamberElement,NetVolume,real
IfcDistributionPort,ColourCode,string
IfcDistributionPort,FlowDirection,"['SINK', 'SOURCE', 'SOURCEANDSINK', 'NOTDEFINED']"
IfcDistributionPort,SystemType,"['AIRCONDITIONING', 'AUDIOVISUAL', 'CATENARY_SYSTEM', 'CHEMICAL', 'CHILLEDWATER', 'COMMUNICATION', 'COMPRESSEDAIR', 'CONDENSERWATER', 'CONTROL', 'CONVEYING', 'DATA', 'DISPOSAL', 'DOMESTICCOLDWATER', 'DOMESTICHOTWATER', 'DRAINAGE', 'EARTHING', 'ELECTRICAL', 'ELECTROACOUSTIC', 'EXHAUST', 'FIREPROTECTION', 'FIXEDTRANSMISSIONNETWORK', 'FUEL', 'GAS', 'HAZARDOUS', 'HEATING', 'LIGHTING', 'LIGHTNINGPROTECTION', 'MOBILENETWORK', 'MONITORINGSYSTEM', 'MUNICIPALSOLIDWASTE', 'OIL', 'OPERATIONAL', 'OPERATIONALTELEPHONYSYSTEM', 'OVERHEAD_CONTACTLINE_SYSTEM', 'POWERGENERATION', 'RAINWATER', 'REFRIGERATION', 'RETURN_CIRCUIT', 'SECURITY', 'SEWAGE', 'SIGNAL', 'STORMWATER', 'TELEPHONE', 'TV', 'VACUUM', 'VENT', 'VENTILATION', 'WASTEWATER', 'WATERSUPPLY', 'USERDEFINED', 'NOTDEFINED']"
IfcDistributionSystem,ProcessItem,"['BARREL', 'CGT', 'NOTKNOWN', 'OTHER', 'PASSENGER', 'TEU', 'TONNE', 'UNSET', 'VEHICLE']"
IfcDistributionSystem,ProcessPerformance,string
IfcDistributionSystem,Reference,string
IfcDistributionSystem,LongName,string
IfcEnergyConversionDevice,NominalHeight,real
IfcEnergyConversionDevice,NominalLength,real
IfcEnergyConversionDevice,NominalWidth,real
IfcFlowController,NominalHeight,real
IfcFlowController,NominalLength,real
IfcFlowController,NominalWidth,real
IfcFlowMovingDevice,NominalHeight,real
IfcFlowMovingDevice,NominalLength,real
IfcFlowMovingDevice,NominalWidth,real
IfcFlowStorageDevice,NominalHeight,real
IfcFlowStorageDevice,NominalLength,real
IfcFlowStorageDevice,NominalWidth,real
IfcFlowTerminal,NominalHeight,real
IfcFlowTerminal,NominalLength,real
IfcFlowTerminal,NominalWidth,real
IfcFlowTreatmentDevice,NominalHeight,real
IfcFlowTreatmentDevice,NominalLength,real
IfcFlowTreatmentDevice,NominalWidth,real
IfcDiscreteAccessory,CornerFixingPlateFlangeWidthInPlaneX,real
IfcDiscreteAccessory,CornerFixingPlateFlangeWidthInPlaneZ,real
IfcDiscreteAccessory,CornerFixingPlateLength,real
IfcDiscreteAccessory,CornerFixingPlateThickness,real
IfcDiscreteAccessory,DiagonalTrussBaseBarDiameter,real
IfcDiscreteAccessory,DiagonalTrussCrossBarDiameter,real
IfcDiscreteAccessory,DiagonalTrussCrossBarSpacing,real
IfcDiscreteAccessory,DiagonalTrussHeight,real
IfcDiscreteAccessory,DiagonalTrussLength,real
IfcDiscreteAccessory,DiagonalTrussSecondaryBarDiameter,real
IfcDiscreteAccessory,EdgeFixingPlateFlangeWidthInPlaneX,real
IfcDiscreteAccessory,EdgeFixingPlateFlangeWidthInPlaneZ,real
IfcDiscreteAccessory,EdgeFixingPlateLength,real
IfcDiscreteAccessory,EdgeFixingPlateThickness,real
IfcDiscreteAccessory,FixingSocketHeight,real
IfcDiscreteAccessory,FixingSocketThreadDiameter,real
IfcDiscreteAccessory,FixingSocketThreadLength,real
IfcDiscreteAccessory,LadderTrussBaseBarDiameter,real
IfcDiscreteAccessory,LadderTrussCrossBarDiameter,real
IfcDiscreteAccessory,LadderTrussCrossBarSpacing,real
IfcDiscreteAccessory,LadderTrussHeight,real
IfcDiscreteAccessory,LadderTrussLength,real
IfcDiscreteAccessory,LadderTrussSecondaryBarDiameter,real
IfcDiscreteAccessory,StandardFixingPlateDepth,real
IfcDiscreteAccessory,StandardFixingPlateThickness,real
IfcDiscreteAccessory,StandardFixingPlateWidth,real
IfcDiscreteAccessory,WireDiameter,real
IfcDiscreteAccessory,WireEmbeddingLength,real
IfcDiscreteAccessory,WireLoopBasePlateLength,real
IfcDiscreteAccessory,WireLoopBasePlateThickness,real
IfcDiscreteAccessory,WireLoopBasePlateWidth,real
IfcDiscreteAccessory,WireLoopLength,real
IfcElementComponent,CorrosionTreatment,"['EPOXYCOATED', 'GALVANISED', 'NONE', 'NOTDEFINED', 'PAINTED', 'STAINLESS']"
IfcElementComponent,DeliveryType,"['ATTACHED_FOR_DELIVERY', 'CAST_IN_PLACE', 'LOOSE', 'NOTDEFINED', 'PRECAST', 'WELDED_TO_STRUCTURE']"
IfcElementComponent,Reference,string
IfcElementComponent,Status,"['DEMOLISH', 'EXISTING', 'NEW', 'NOTKNOWN', 'OTHER', 'TEMPORARY', 'UNSET']"
IfcMechanicalFastener,NominalDiameter,real
IfcMechanicalFastener,NominalLength,real
IfcAsset,AcceptanceDate,string
IfcAsset,InstallationDate,string
IfcAsset,PutIntoOperationDate,string
IfcAsset,MeanTimeToRepair,real
IfcAsset,RepairContent,string
IfcAsset,RepairDate,string
IfcAsset,AssetAccountingType,"['FIXED', 'NONFIXED', 'NOTKNOWN', 'OTHER', 'UNSET']"
IfcAsset,AssetInsuranceType,"['NOTKNOWN', 'OTHER', 'PERSONAL', 'REAL', 'UNSET']"
IfcAsset,AssetStatus,string
IfcAsset,AssetTaxType,"['CAPITALISED', 'EXPENSED', 'NOTKNOWN', 'OTHER', 'UNSET']"
IfcAsset,AssetUse,string
IfcAsset,AssessmentCondition,string
IfcAsset,AssessmentDate,string
IfcAsset,AssessmentDescription,string
IfcAsset,AssessmentFrequency,real
IfcAsset,AssessmentType,string
IfcAsset,LastAssessmentReport,string
IfcAsset,NextAssessmentDate,string
IfcAsset,AccidentResponse,"['EMERGENCYINSPECTION', 'EMERGENCYPROCEDURE', 'REACTIVE', 'URGENTINSPECTION', 'URGENTPROCEDURE']"
IfcAsset,AssetCriticality,"['HIGH', 'LOW', 'MODERATE', 'VERYHIGH', 'VERYLOW']"
IfcAsset,AssetFrailty,"['HIGH', 'LOW', 'MODERATE', 'VERYHIGH', 'VERYLOW']"
IfcAsset,AssetPriority,"['HIGH', 'LOW', 'MODERATE', 'VERYHIGH', 'VERYLOW']"
IfcAsset,MonitoringType,"['FEEDBACK', 'INSPECTION', 'IOT', 'PPM', 'SENSORS']"
IfcAsset,ConditionDisposalLevel,"['HIGH', 'LOW', 'MODERATE', 'VERYHIGH', 'VERYLOW']"
IfcAsset,ConditionMaintenanceLevel,"['HIGH', 'LOW', 'MODERATE', 'VERYHIGH', 'VERYLOW']"
IfcAsset,ConditionReplacementLevel,"['HIGH', 'LOW', 'MODERATE', 'VERYHIGH', 'VERYLOW']"
IfcAsset,ConditionTargetPerformance,"['HIGH', 'LOW', 'MODERATE', 'VERYHIGH', 'VERYLOW']"
IfcAsset,DurationDisposalLevel,string
IfcAsset,DurationMaintenanceLevel,string
IfcAsset,DurationReplacementLevel,string
IfcAsset,DurationTargetPerformance,string
IfcAsset,DisposalLevel,real
IfcAsset,PerformanceMaintenanceLevel,real
IfcAsset,ReplacementLevel,real
IfcAsset,TargetPerformance,real
IfcAsset,Identification,string
IfcAsset,IncorporationDate,string
IfcFurniture,IsBuiltIn,"['TRUE', 'FALSE']"
IfcFurniture,MainColour,string
IfcFurniture,NominalDepth,real
IfcFurniture,NominalHeight,real
IfcFurniture,NominalLength,real
IfcFurniture,Reference,string
IfcFurniture,Status,"['DEMOLISH', 'EXISTING', 'NEW', 'NOTKNOWN', 'OTHER', 'TEMPORARY', 'UNSET']"
IfcFurniture,Style,string
IfcFurniture,AssemblyPlace,"['FACTORY', 'SITE', 'NOTDEFINED']"
IfcSystemFurnitureElement,Finishing,string
IfcSystemFurnitureElement,GroupCode,string
IfcSystemFurnitureElement,IsUsed,"['TRUE', 'FALSE']"
IfcSystemFurnitureElement,NominalHeight,real
IfcSystemFurnitureElement,NominalWidth,real
IfcBorehole,BoreholeState,"['CAP_REPLACED', 'CASING_INSTALLED', 'CASING_PARTIALLY_REPLACED', 'CASING_REPLACED', 'CHAMBER_RECONDITIONED', 'DECONSTRUCTED', 'INSTALLED', 'NOTKNOWN', 'OTHER', 'PARTIALLY_DECONSTRUCTED', 'PARTIALLY_REFILLED', 'RECONDITIONED', 'REFILLED', 'UNSET']"
IfcBorehole,CapDepth,real
IfcBorehole,CapMaterial,string
IfcBorehole,FillingDepth,real
IfcBorehole,FillingMaterial,string
IfcBorehole,GroundwaterDepth,real
IfcBorehole,LiningMaterial,string
IfcBorehole,LiningThickness,real
IfcCourse,ApplicationTemperature,real
IfcCourse,WeatherConditions,string
IfcCourse,NominalLength,real
IfcCourse,NominalThickness,real
IfcCourse,NominalWidth,real
IfcCourse,GrossVolume,real
IfcCourse,Length,real
IfcCourse,Thickness,real
IfcCourse,Volume,real
IfcCourse,Weight,real
IfcCourse,Width,real
IfcEarthworksCut,Depth,real
IfcEarthworksCut,Length,real
IfcEarthworksCut,LooseVolume,real
IfcEarthworksCut,UndisturbedVolume,real
IfcEarthworksCut,Weight,real
IfcEarthworksCut,Width,real
IfcEarthworksFill,CompactedVolume,real
IfcEarthworksFill,Depth,real
IfcEarthworksFill,Length,real
IfcEarthworksFill,LooseVolume,real
IfcEarthworksFill,Width,real
IfcGeotechnicalAssembly,BoreHolePurpose,"['DEPOSIT', 'ENVIRONMENTAL', 'FEEDSTOCK', 'GEOLOGICAL', 'GEOTHERMAL', 'HYDROCARBON', 'HYDROGEOLOGICAL', 'MINERAL', 'NOTDEFINED', 'NOTKNOWN', 'PEDOLOGICAL', 'SITE_INVESTIGATION', 'STORAGE', 'USERDEFINED']"
IfcGeotechnicalAssembly,Limitations,string
IfcGeotechnicalAssembly,Methodology,string
IfcGeotechnicalAssembly,Status,"['DEMOLISH', 'EXISTING', 'NEW', 'NOTKNOWN', 'OTHER', 'TEMPORARY', 'UNSET']"
IfcGeotechnicalStratum,IsTopographic,"['TRUE', 'FALSE', 'UNKNOWN']"
IfcGeotechnicalStratum,PiezometricHead,real
IfcGeotechnicalStratum,PiezometricPressure,real
IfcGeotechnicalStratum,Status,"['DEMOLISH', 'EXISTING', 'NEW', 'NOTKNOWN', 'OTHER', 'TEMPORARY', 'UNSET']"
IfcGeotechnicalStratum,StratumColour,string
IfcGeotechnicalStratum,Texture,string
IfcGeotechnicalStratum,Area,real
IfcGeotechnicalStratum,Length,real
IfcGeotechnicalStratum,PlanLength,real
IfcGeotechnicalStratum,Diameter,real
IfcGeotechnicalStratum,Length,real
IfcGeotechnicalStratum,Area,real
IfcGeotechnicalStratum,Mass,real
IfcGeotechnicalStratum,PlanArea,real
IfcGeotechnicalStratum,Volume,real
IfcPavement,NominalLength,real
IfcPavement,NominalThickness,real
IfcPavement,NominalThicknessEnd,real
IfcPavement,NominalWidth,real
IfcPavement,Reference,string
IfcPavement,Status,"['DEMOLISH', 'EXISTING', 'NEW', 'NOTKNOWN', 'OTHER', 'TEMPORARY', 'UNSET']"
IfcPavement,StructuralSlope,real
IfcPavement,StructuralSlopeType,string
IfcPavement,PavementTexture,real
IfcPavement,Permeability,real
IfcPavement,TileLength,real
IfcPavement,TileWidth,real
IfcPavement,Depth,real
IfcPavement,GrossArea,real
IfcPavement,GrossVolume,real
IfcPavement,Length,real
IfcPavement,NetArea,real
IfcPavement,NetVolume,real
IfcPavement,Width,real
IfcReinforcedSoil,Area,real
IfcReinforcedSoil,Depth,real
IfcReinforcedSoil,Length,real
IfcReinforcedSoil,Volume,real
IfcReinforcedSoil,Width,real
IfcSign,AppliesToTrainCategory,"['FREIGHT', 'NOTKNOWN', 'OTHER', 'PASSENGER', 'UNSET']"
IfcSign,SignalAspectType,string
IfcSign,SignLegend,string
IfcSign,SignalSightingAchievableDistance,real
IfcSign,SignalSightingAvailableDistance,real
IfcSign,SignalSightingCombinedWithRepeater,real
IfcSign,SignalSightingMinimum,real
IfcSign,SignalSightingPreferred,real
IfcSign,SignalSightingRouteIndicator,real
IfcSign,SignalViewingMinimumInFront,real
IfcSign,Category,string
IfcSign,IsExternal,"['TRUE', 'FALSE']"
IfcSign,Reference,string
IfcSign,TactileMarking,"['TRUE', 'FALSE']"
IfcSign,Height,real
IfcSign,Thickness,real
IfcSign,Weight,real
IfcSign,Width,real
IfcSignal,AppliesToTrainCategory,"['FREIGHT', 'NOTKNOWN', 'OTHER', 'PASSENGER', 'UNSET']"
IfcSignal,SignalAspectType,string
IfcSignal,SignLegend,string
IfcSignal,ApproachSpeed,real
IfcSignal,DistanceToStopMark,real
IfcSignal,HandSignallingProhibited,"['TRUE', 'FALSE']"
IfcSignal,HinderingObstaclesDescription,string
IfcSignal,LimitedClearances,string
IfcSignal,RequiresBannerSignal,"['TRUE', 'FALSE']"
IfcSignal,RequiresOLEMesh,"['TRUE', 'FALSE']"
IfcSignal,RequiresSafetyHandrail,"['TRUE', 'FALSE']"
IfcSignal,SignalPostTelephoneID,string
IfcSignal,SignalPostTelephoneType,string
IfcSignal,SignalWalkwayLength,real
IfcSignal,SpecialPositionArrangement,string
IfcSignal,SignalSightingAchievableDistance,real
IfcSignal,SignalSightingAvailableDistance,real
IfcSignal,SignalSightingCombinedWithRepeater,real
IfcSignal,SignalSightingMinimum,real
IfcSignal,SignalSightingPreferred,real
IfcSignal,SignalSightingRouteIndicator,real
IfcSignal,SignalViewingMinimumInFront,real
IfcSignal,HasConductorRailGuardBoard,"['TRUE', 'FALSE']"
IfcSignal,HotStripOrientation,string
IfcSignal,IsHighType,"['TRUE', 'FALSE']"
IfcSignal,LensDiffuserOrientation,string
IfcSignal,LensDiffuserType,string
IfcSignal,MaximumDisplayDistance,real
IfcSignal,RailwaySignalType,"['APPROACHSIGNAL', 'BLOCKSIGNAL', 'DISTANTSIGNAL', 'HOMESIGNAL', 'HUMPAUXILIARYSIGANL', 'HUMPSIGNAL', 'LEVELCROSSINGSIGNAL', 'NOTKNOWN', 'OBSTRUCTIONSIGNAL', 'OTHER', 'REPEATINGSIGNAL', 'SHUNTINGSIGNAL', 'STARTINGSIGNAL', 'UNSET']"
IfcSignal,RequiredDisplayDistance,real
IfcSignal,SignalHoodLength,real
IfcSignal,SignalIndicatorType,"['DEPARTUREINDICATOR', 'DEPARTUREROUTEINDICATOR', 'DERAILINDICATOR', 'NOTKNOWN', 'OTHER', 'ROLLINGSTOCKSTOPINDICATOR', 'ROUTEINDICATOR', 'SHUNTINGINDICATOR', 'SWITCHINDICATOR', 'UNSET']"
IfcSignal,SignalMessage,string
IfcSignal,BackboardType,string
IfcSignal,NominalWidth,real
IfcSignal,SignalFrameBackboardDiameter,real
IfcSignal,SignalFrameBackboardHeight,real
IfcSignal,SignalFrameType,string
IfcSignal,SignalIndicatorType,"['DEPARTUREINDICATOR', 'DEPARTUREROUTEINDICATOR', 'DERAILINDICATOR', 'NOTKNOWN', 'OTHER', 'ROLLINGSTOCKSTOPINDICATOR', 'ROUTEINDICATOR', 'SHUNTINGINDICATOR', 'SWITCHINDICATOR', 'UNSET']"
IfcSignal,Weight,real
IfcActionRequest,RequestComments,string
IfcActionRequest,RequestSourceLabel,string
IfcActionRequest,LongDescription,string
IfcActionRequest,Status,string
IfcPermit,EndDate,string
IfcPermit,EscortRequirement,"['TRUE', 'FALSE']"
IfcPermit,SpecialRequirements,string
IfcPermit,StartDate,string
IfcPermit,LongDescription,string
IfcPermit,Status,string
IfcProjectOrder,LongDescription,string
IfcProjectOrder,Status,string
IfcStructuralAction,DestabilizingLoad,"['TRUE', 'FALSE']"
IfcStructuralActivity,GlobalOrLocal,"['GLOBAL_COORDS', 'LOCAL_COORDS']"
IfcStructuralCurveAction,ProjectedOrTrue,"['PROJECTED_LENGTH', 'TRUE_LENGTH']"
IfcStructuralSurfaceAction,ProjectedOrTrue,"['PROJECTED_LENGTH', 'TRUE_LENGTH']"
IfcStructuralSurfaceMember,Thickness,real
IfcStructuralSurfaceMemberVarying,Thickness1,real
IfcStructuralSurfaceMemberVarying,Thickness2,real
IfcStructuralSurfaceMemberVarying,Thickness3,real
IfcFooting,AssemblyPlace,"['FACTORY', 'NOTKNOWN', 'OFFSITE', 'OTHER', 'SITE', 'UNSET']"
IfcFooting,CastingMethod,"['INSITU', 'PRECAST', 'PRINTED', 'MIXED', 'OTHER', 'NOTKNOWN', 'UNSET']"
IfcFooting,ConcreteCover,real
IfcFooting,ConcreteCoverAtLinks,real
IfcFooting,ConcreteCoverAtMainBars,real
IfcFooting,ConstructionToleranceClass,string
IfcFooting,DimensionalAccuracyClass,string
IfcFooting,ExposureClass,string
IfcFooting,ReinforcementAreaRatio,real
IfcFooting,ReinforcementStrengthClass,string
IfcFooting,ReinforcementVolumeRatio,real
IfcFooting,StrengthClass,string
IfcFooting,StructuralClass,string
IfcFooting,LoadBearing,"['TRUE', 'FALSE']"
IfcFooting,Reference,string
IfcFooting,Status,"['DEMOLISH', 'EXISTING', 'NEW', 'NOTKNOWN', 'OTHER', 'TEMPORARY', 'UNSET']"
IfcFooting,ActualErectionDate,string
IfcFooting,ActualProductionDate,string
IfcFooting,AsBuiltLocationNumber,string
IfcFooting,PieceMark,string
IfcFooting,ProductionLotId,string
IfcFooting,SerialNumber,string
IfcFooting,TypeDesignation,string
IfcFooting,BatterAtEnd,real
IfcFooting,BatterAtStart,real
IfcFooting,CamberAtMidspan,real
IfcFooting,CornerChamfer,real
IfcFooting,DesignLocationNumber,string
IfcFooting,FormStrippingStrength,real
IfcFooting,HollowCorePlugging,string
IfcFooting,InitialTension,real
IfcFooting,LiftingStrength,real
IfcFooting,ManufacturingToleranceClass,string
IfcFooting,MinimumAllowableSupportLength,real
IfcFooting,PieceMark,string
IfcFooting,ReleaseStrength,real
IfcFooting,Shortening,real
IfcFooting,SupportDuringTransportDescription,string
IfcFooting,TendonRelaxation,real
IfcFooting,TransportationStrength,real
IfcFooting,Twisting,real
IfcFooting,TypeDesignation,string
IfcFooting,Description,string
IfcFooting,Reference,string
IfcFooting,CrossingLowerBarPitch,real
IfcFooting,CrossingUpperBarPitch,real
IfcFooting,Description,string
IfcFooting,Reference,string
IfcFooting,CrossSectionArea,real
IfcFooting,GrossSurfaceArea,real
IfcFooting,GrossVolume,real
IfcFooting,GrossWeight,real
IfcFooting,Height,real
IfcFooting,Length,real
IfcFooting,NetVolume,real
IfcFooting,NetWeight,real
IfcFooting,OuterSurfaceArea,real
IfcFooting,Width,real
IfcPile,AssemblyPlace,"['FACTORY', 'NOTKNOWN', 'OFFSITE', 'OTHER', 'SITE', 'UNSET']"
IfcPile,CastingMethod,"['INSITU', 'PRECAST', 'PRINTED', 'MIXED', 'OTHER', 'NOTKNOWN', 'UNSET']"
IfcPile,ConcreteCover,real
IfcPile,ConcreteCoverAtLinks,real
IfcPile,ConcreteCoverAtMainBars,real
IfcPile,ConstructionToleranceClass,string
IfcPile,DimensionalAccuracyClass,string
IfcPile,ExposureClass,string
IfcPile,ReinforcementAreaRatio,real
IfcPile,ReinforcementStrengthClass,string
IfcPile,ReinforcementVolumeRatio,real
IfcPile,StrengthClass,string
IfcPile,StructuralClass,string
IfcPile,LoadBearing,"['TRUE', 'FALSE']"
IfcPile,Reference,string
IfcPile,Status,"['DEMOLISH', 'EXISTING', 'NEW', 'NOTKNOWN', 'OTHER', 'TEMPORARY', 'UNSET']"
IfcPile,ActualErectionDate,string
IfcPile,ActualProductionDate,string
IfcPile,AsBuiltLocationNumber,string
IfcPile,PieceMark,string
IfcPile,ProductionLotId,string
IfcPile,SerialNumber,string
IfcPile,TypeDesignation,string
IfcPile,BatterAtEnd,real
IfcPile,BatterAtStart,real
IfcPile,CamberAtMidspan,real
IfcPile,CornerChamfer,real
IfcPile,DesignLocationNumber,string
IfcPile,FormStrippingStrength,real
IfcPile,HollowCorePlugging,string
IfcPile,InitialTension,real
IfcPile,LiftingStrength,real
IfcPile,ManufacturingToleranceClass,string
IfcPile,MinimumAllowableSupportLength,real
IfcPile,PieceMark,string
IfcPile,ReleaseStrength,real
IfcPile,Shortening,real
IfcPile,SupportDuringTransportDescription,string
IfcPile,TendonRelaxation,real
IfcPile,TransportationStrength,real
IfcPile,Twisting,real
IfcPile,TypeDesignation,string
IfcPile,CrossSectionArea,real
IfcPile,GrossSurfaceArea,real
IfcPile,GrossVolume,real
IfcPile,GrossWeight,real
IfcPile,Length,real
IfcPile,NetVolume,real
IfcPile,NetWeight,real
IfcPile,OuterSurfaceArea,real
IfcPile,ConstructionType,"['CAST_IN_PLACE', 'COMPOSITE', 'PRECAST_CONCRETE', 'PREFAB_STEEL', 'USERDEFINED', 'NOTDEFINED']"
IfcReinforcingBar,BarLength,real
IfcReinforcingBar,BarSurface,"['PLAIN', 'TEXTURED']"
IfcReinforcingBar,CrossSectionArea,real
IfcReinforcingBar,NominalDiameter,real
IfcReinforcingBar,BendingShapeCode,string
IfcReinforcingElement,Count,real
IfcReinforcingElement,Length,real
IfcReinforcingElement,Weight,real
IfcReinforcingElement,SteelGrade,string
IfcReinforcingMesh,LongitudinalBarCrossSectionArea,real
IfcReinforcingMesh,LongitudinalBarNominalDiameter,real
IfcReinforcingMesh,LongitudinalBarSpacing,real
IfcReinforcingMesh,MeshLength,real
IfcReinforcingMesh,MeshWidth,real
IfcReinforcingMesh,TransverseBarCrossSectionArea,real
IfcReinforcingMesh,TransverseBarNominalDiameter,real
IfcReinforcingMesh,TransverseBarSpacing,real
IfcReinforcingMesh,BendingShapeCode,string
IfcSurfaceFeature,Area,real
IfcSurfaceFeature,Length,real
IfcTendon,AnchorageSlip,real
IfcTendon,CrossSectionArea,real
IfcTendon,FrictionCoefficient,real
IfcTendon,MinCurvatureRadius,real
IfcTendon,NominalDiameter,real
IfcTendon,PreStress,real
IfcTendon,TensionForce,real
IfcTendon,SheathDiameter,real
IfcActuator.ELECTRICACTUATOR,ActuatorInputPower,real
IfcActuator.ELECTRICACTUATOR,ControlPulseCurrent,real
IfcActuator.ELECTRICACTUATOR,ElectricActuatorType,"['MAGNETIC', 'MOTORDRIVE', 'NOTKNOWN', 'OTHER', 'UNSET']"
IfcActuator.ELECTRICACTUATOR,ActionBarMovementLength,real
